2,3,4,filedFor
74271810,"1,597,032","21,752,000",2007-12-31
74271810,"458,141","6,240,000",2007-12-31
74271810,"525,283","7,154,500",2007-12-31
74271810,"57,268","780,000",2007-12-31
74271810,"114,535","1,560,000",2007-12-31
74271810,"402,745","5,485,500",2007-12-31
74271810,"321,212","4,375,000",2007-12-31
80105N10,"22,241","488,500",2007-12-31
80105N10,"116,653","2,562,105",2007-12-31
80105N10,"7,708","169,300",2007-12-31
80105N10,"15,935","350,000",2007-12-31
86791410,"146,514","2,344,600",2007-12-31
86791410,"53,741","860,000",2007-12-31
89102710,"4,694","77,551",2007-12-31
89102710,"27,222","449,728",2007-12-31
89102710,"100,292","1,656,900",2007-12-31
89102710,"38,721","639,700",2007-12-31
89289310,"512,054","10,962,400",2007-12-31
90297330,"739,774","23,307,300",2007-12-31
90297330,"894,225","28,173,426",2007-12-31
90297330,"265,505","8,365,000",2007-12-31
90297330,"121,158","3,817,200",2007-12-31
90297330,"69,003","2,174,000",2007-12-31
90297330,"55,386","1,745,000",2007-12-31
90329340,"611,014","17,072,192",2007-12-31
90781810,"559,386","4,453,000",2007-12-31
91131210,"101,073","1,429,200",2007-12-31
91324P10,"349,200","6,000,000",2007-12-31
92927K10,"135,243","2,700,000",2007-12-31
93114210,"902,989","18,998,300",2007-12-31
93114210,"44,963","946,000",2007-12-31
93964010,"707,779","894,304",2007-12-31
93964010,"117,378","148,311",2007-12-31
93964010,"512,971","648,165",2007-12-31
93964010,"29,271","36,985",2007-12-31
94974610,"1,614,846","53,489,420",2007-12-31
94974610,"381,698","12,643,200",2007-12-31
94974610,"1,156,671","38,313,040",2007-12-31
94974610,"84,170","2,788,000",2007-12-31
94974610,"30,190","1,000,000",2007-12-31
94974610,"3,882,328","128,596,488",2007-12-31
94974610,"36,521","1,209,720",2007-12-31
94974610,"51,323","1,700,000",2007-12-31
94974610,"24,756","820,000",2007-12-31
94974610,"603,800","20,000,000",2007-12-31
94974610,"483,040","16,000,000",2007-12-31
94974610,"241,520","8,000,000",2007-12-31
94974610,"81,513","2,700,000",2007-12-31
94974610,"60,380","2,000,000",2007-12-31
949773V10,"394,785","4,500,000",2007-12-31
95081710,"2,281,235","5,703,087",2007-12-31
02581610,"1,022,672","17,225,400",2007-09-30
02581610,"474,642","7,994,634",2007-09-30
02581610,"7,139,592","120,255,879",2007-09-30
02581610,"115,362","1,943,100",2007-09-30
02581610,"83,101","1,399,713",2007-09-30
02581610,"49,861","839,832",2007-09-30
02581610,"115,899","1,952,142",2007-09-30
02971210,"390,480","10,962,400",2007-09-30
03076C10,"13,992","221,706",2007-09-30
03076C10,"24,526","388,620",2007-09-30
03076C10,"17,667","279,942",2007-09-30
03076C10,"10,600","167,966",2007-09-30
03076C10,"24,640","390,428",2007-09-30
03522910,"1,777,804","35,563,200",2007-09-30
06050510,"457,457","9,100,000",2007-09-30
12189T10,"4,300,468","52,981,000",2007-09-30
14313010,"284,250","13,981,800",2007-09-30
19121610,"22,788","400,000",2007-09-30
19121610,"102,068","1,776,000",2007-09-30
19121610,"414,106","7,205,600",2007-09-30
19121610,"2,306,938","40,141,600",2007-09-30
19121610,"8,042,674","139,945,600",2007-09-30
19121610,"525,230","9,139,200",2007-09-30
19121610,"27,586","480,000",2007-09-30
19121610,"52,413","912,000",2007-09-30
20030N20,"287,519","12,000,000",2007-09-30
20033410,"1,815","1,217,795",2007-09-30
20033410,451,"302,862",2007-09-30
20033410,26,"17,209",2007-09-30
20825C10,"1,536,739","17,508,700",2007-09-30
22160K10,"322,438","5,254,000",2007-09-30
26056110,"378,785","6,344,804",2007-09-30
36473010,"150,660","3,447,600",2007-09-30
36960410,"322,005","7,777,900",2007-09-30
43707610,"135,632","4,181,000",2007-09-30
G4776G10,"34,643","636,600",2007-09-30
46284610,"275,778","9,047,850",2007-09-30
47816010,"321,766","4,897,500",2007-09-30
47816010,"1,383,530","21,058,300",2007-09-30
47816010,"1,733,570","26,386,148",2007-09-30
47816010,"11,707","178,200",2007-09-30
47816010,"597,029","9,087,200",2007-09-30
54866110,"196,140","7,000,000",2007-09-30
55261F10,"620,396","5,997,060",2007-09-30
55261F10,"56,484","546,000",2007-09-30
55261F10,"17,142","165,700",2007-09-30
61536910,"1,626,942","32,280,600",2007-09-30
61536910,"792,258","15,719,400",2007-09-30
65410610,"448,221","7,641,000",2007-09-30
65584410,"100,342","1,933,000",2007-09-30
74271810,"4,114,890","58,500,000",2007-09-30
74271810,"1,530,036","21,752,000",2007-09-30
74271810,"438,922","6,240,000",2007-09-30
74271810,"503,248","7,154,500",2007-09-30
74271810,"54,865","780,000",2007-09-30
74271810,"109,730","1,560,000",2007-09-30
74271810,"385,850","5,485,500",2007-09-30
74271810,"307,737","4,375,000",2007-09-30
80105N10,"20,722","488,500",2007-09-30
80105N10,"107,021","2,522,885",2007-09-30
80105N10,"7,182","169,300",2007-09-30
80105N10,"14,847","350,000",2007-09-30
86791410,"177,416","2,344,600",2007-09-30
86791410,"65,076","860,000",2007-09-30
89102710,"4,833","77,551",2007-09-30
89102710,"28,027","449,728",2007-09-30
89102710,"103,258","1,656,900",2007-09-30
89102710,"39,866","639,700",2007-09-30
90297330,"828,907","25,481,300",2007-09-30
90297330,"916,482","28,173,426",2007-09-30
90297330,"328,878","10,110,000",2007-09-30
90297330,"56,134","1,725,600",2007-09-30
90329340,"641,061","17,072,192",2007-09-30
90781810,"503,456","4,453,000",2007-09-30
91131210,"107,333","1,429,200",2007-09-30
91324P10,"290,580","6,000,000",2007-09-30
92925110,"126,225","2,700,000",2007-09-30
93114210,"829,276","18,998,300",2007-09-30
93114210,"41,293","946,000",2007-09-30
93964010,"717,947","894,304",2007-09-30
93964010,"119,064","148,311",2007-09-30
93964010,"520,347","648,165",2007-09-30
93964010,"29,692","36,985",2007-09-30
94974610,"1,788,983","50,224,120",2007-09-30
94974610,"264,236","7,418,200",2007-09-30
94974610,"1,364,710","38,313,040",2007-09-30
94974610,"99,309","2,788,000",2007-09-30
94974610,"182,374","5,120,000",2007-09-30
94974610,"4,580,607","128,596,488",2007-09-30
94974610,"43,090","1,209,720",2007-09-30
94974610,"60,554","1,700,000",2007-09-30
94974610,"10,686","300,000",2007-09-30
94974610,"712,400","20,000,000",2007-09-30
94974610,"569,920","16,000,000",2007-09-30
94974610,"284,960","8,000,000",2007-09-30
949773V10,"355,140","4,500,000",2007-09-30
95081710,"2,269,829","5,703,087",2007-09-30
02581610,"1,053,850","17,225,400",2007-06-30
02581610,"489,112","7,994,634",2007-06-30
02581610,"7,357,255","120,255,879",2007-06-30
02581610,"118,879","1,943,100",2007-06-30
02581610,"85,634","1,399,713",2007-06-30
02581610,"51,381","839,832",2007-06-30
02581610,"119,432","1,952,142",2007-06-30
02971210,"652,478","11,062,700",2007-06-30
03076C10,"82,044","1,290,606",2007-06-30
03076C10,"24,705","388,620",2007-06-30
03076C10,"17,796","279,942",2007-06-30
03076C10,"10,678","167,966",2007-06-30
03076C10,"24,819","390,428",2007-06-30
03522910,"1,854,977","35,563,200",2007-06-30
06050510,"425,343","8,700,000",2007-06-30
12189T10,"1,226,436","14,404,930",2007-06-30
12189T10,"1,983,796","23,300,400",2007-06-30
12189T10,"112,564","1,322,100",2007-06-30
19121610,"20,924","400,000",2007-06-30
19121610,"92,903","1,776,000",2007-06-30
19121610,"376,925","7,205,600",2007-06-30
19121610,"2,099,807","40,141,600",2007-06-30
19121610,"7,320,554","139,945,600",2007-06-30
19121610,"478,072","9,139,200",2007-06-30
19121610,"25,109","480,000",2007-06-30
19121610,"47,707","912,000",2007-06-30
20030N20,"335,520","12,000,000",2007-06-30
20033410,"12,872","1,206,369",2007-06-30
20033410,"3,201","300,028",2007-06-30
20033410,182,"17,049",2007-06-30
20825C10,"1,408,141","17,938,100",2007-06-30
22160K10,"307,464","5,254,000",2007-06-30
26056110,"159,814","2,781,800",2007-06-30
31996310,"326,700","10,000,000",2007-06-30
36473010,"189,446","3,447,600",2007-06-30
36960410,"297,738","7,777,900",2007-06-30
43707610,"164,522","4,181,000",2007-06-30
G4776610,"34,866","636,600",2007-06-30
46284610,"236,420","9,047,850",2007-06-30
47816010,"301,784","4,897,500",2007-06-30
47816010,"1,297,612","21,058,300",2007-06-30
47816010,"1,115,497","18,102,848",2007-06-30
47816010,"559,953","9,087,200",2007-06-30
54866110,"214,830","7,000,000",2007-06-30
55261F10,"641,086","5,997,060",2007-06-30
55261F10,"58,367","546,000",2007-06-30
55261F10,"17,713","165,700",2007-06-30
61536910,"2,007,853","32,280,600",2007-06-30
61536910,"977,747","15,719,400",2007-06-30
65410610,"466,320","8,000,000",2007-06-30
71646E10,"10,839","72,900",2007-06-30
71646E10,"87,141","586,100",2007-06-30
74271810,"3,579,615","58,500,000",2007-06-30
74271810,"1,294,279","21,151,800",2007-06-30
74271810,"381,826","6,240,000",2007-06-30
74271810,"437,784","7,154,500",2007-06-30
74271810,"47,728","780,000",2007-06-30
74271810,"95,456","1,560,000",2007-06-30
74271810,"335,658","5,485,500",2007-06-30
74271810,"267,706","4,375,000",2007-06-30
80105N10,"19,672","488,500",2007-06-30
80105N10,"101,597","2,522,885",2007-06-30
80105N10,"6,817","169,300",2007-06-30
80105N10,"14,095","350,000",2007-06-30
81760N10,"61,809","3,998,000",2007-06-30
86791410,"201,026","2,344,600",2007-06-30
86791410,"73,736","860,000",2007-06-30
89102710,"5,196","77,551",2007-06-30
89102710,"30,132","449,728",2007-06-30
89102710,"111,012","1,656,900",2007-06-30
89102710,"42,860","639,700",2007-06-30
90212410,"213,222","6,310,200",2007-06-30
90297330,"839,609","25,481,300",2007-06-30
90297330,"324,855","9,859,026",2007-06-30
90297330,"57,498","1,745,000",2007-06-30
90329340,"837,220","17,072,192",2007-06-30
91131210,"104,332","1,429,200",2007-06-30
91324P10,"245,472","4,800,000",2007-06-30
93114210,"914,008","18,998,300",2007-06-30
93114210,"45,512","946,000",2007-06-30
93964010,"694,060","894,304",2007-06-30
93964010,"115,103","148,311",2007-06-30
93964010,"503,034","648,165",2007-06-30
93964010,"28,704","36,985",2007-06-30
94974610,"1,766,382","50,224,120",2007-06-30
94974610,"71,859","2,043,200",2007-06-30
94974610,"1,347,470","38,313,040",2007-06-30
94974610,"98,054","2,788,000",2007-06-30
94974610,"180,070","5,120,000",2007-06-30
94974610,"3,938,245","111,977,388",2007-06-30
94974610,"42,546","1,209,720",2007-06-30
94974610,"59,789","1,700,000",2007-06-30
94974610,"10,551","300,000",2007-06-30
94974610,"703,400","20,000,000",2007-06-30
94974610,"562,720","16,000,000",2007-06-30
94974610,"281,360","8,000,000",2007-06-30
949773V10,"335,286","4,200,000",2007-06-30
95081710,"2,195,688","5,703,087",2007-06-30
95980210,"66,656","3,200,000",2007-06-30
43707610,"153,610","4,181,000",2007-03-31
G4776610,"27,583","636,600",2007-03-31
46284610,"236,420","9,047,850",2007-03-31
47816010,"260,474","4,322,500",2007-03-31
47816010,"1,221,247","20,266,300",2007-03-31
47816010,"903,273","14,989,600",2007-03-31
47816010,"547,595","9,087,200",2007-03-31
54866110,"220,430","7,000,000",2007-03-31
55261F10,"694,639","5,997,060",2007-03-31
55261F10,"63,243","546,000",2007-03-31
55261F10,"19,193","165,700",2007-03-31
61536910,"2,003,334","32,280,600",2007-03-31
61536910,"975,546","15,719,400",2007-03-31
65410610,"425,040","4,000,000",2007-03-31
65584410,"26,661","526,900",2007-03-31
65584410,"295,297","5,835,900",2007-03-31
71646E10,"8,536","72,900",2007-03-31
71646E10,"68,626","586,100",2007-03-31
72027910,"10,250","1,483,400",2007-03-31
74271810,"3,694,860","58,500,000",2007-03-31
74271810,"1,280,885","20,280,000",2007-03-31
74271810,"394,118","6,240,000",2007-03-31
74271810,"451,878","7,154,500",2007-03-31
74271810,"49,265","780,000",2007-03-31
74271810,"98,530","1,560,000",2007-03-31
74271810,"346,464","5,485,500",2007-03-31
80105N10,"21,255","488,500",2007-03-31
80105N10,"7,427","170,700",2007-03-31
80105N10,"7,366","169,300",2007-03-31
81760N10,"61,529","3,998,000",2007-03-31
86791410,"194,696","2,344,600",2007-03-31
86791410,"71,414","860,000",2007-03-31
89102710,"5,087","77,551",2007-03-31
89102710,"29,498","449,728",2007-03-31
89102710,"108,676","1,656,900",2007-03-31
89102710,"41,958","639,700",2007-03-31
90212410,"315,500","10,000,000",2007-03-31
90297330,"815,056","23,307,300",2007-03-31
90329340,"796,930","17,072,192",2007-03-31
90781810,"1,067,605","10,513,100",2007-03-31
91131210,"100,187","1,429,200",2007-03-31
91324P10,"54,104","1,021,400",2007-03-31
93114210,"891,970","18,998,300",2007-03-31
93114210,"44,415","946,000",2007-03-31
93964010,"682,801","894,304",2007-03-31
93964010,"113,235","148,311",2007-03-31
93964010,"494,874","648,165",2007-03-31
93964010,"28,238","36,985",2007-03-31
94974610,"1,549,898","45,015,920",2007-03-31
94974610,"70,347","2,043,200",2007-03-31
94974610,"1,319,118","38,313,040",2007-03-31
94974610,"95,991","2,788,000",2007-03-31
94974610,"176,282","5,120,000",2007-03-31
94974610,"3,159,118","91,754,820",2007-03-31
94974610,"41,651","1,209,720",2007-03-31
94974610,"58,531","1,700,000",2007-03-31
94974610,"10,329","300,000",2007-03-31
94974610,"688,600","20,000,000",2007-03-31
94974610,"550,880","16,000,000",2007-03-31
94974610,"275,440","8,000,000",2007-03-31
949773V10,"79,454","979,700",2007-03-31
95081710,"2,623,420","5,703,087",2007-03-31
95980210,"216,603","9,868,000",2007-03-31
02581610,"1,045,065","17,225,400",2006-12-31
02581610,"485,034","7,994,634",2006-12-31
02581610,"7,295,924","120,255,879",2006-12-31
02581610,"117,888","1,943,100",2006-12-31
02581610,"84,921","1,399,713",2006-12-31
02581610,"50,953","839,832",2006-12-31
02581610,"118,436","1,952,142",2006-12-31
02971210,"507,225","11,062,700",2006-12-31
03076C10,"187,757","3,445,080",2006-12-31
03076C10,"87,141","1,598,926",2006-12-31
03076C10,"108,982","1,999,675",2006-12-31
03076C10,"21,180","388,620",2006-12-31
03076C10,"15,257","279,942",2006-12-31
03076C10,"9,154","167,966",2006-12-31
03076C10,"21,278","390,428",2006-12-31
03522910,"1,791,736","36,417,400",2006-12-31
09367110,"94,773","4,113,400",2006-12-31
19121610,"19,300","400,000",2006-12-31
19121610,"85,692","1,776,000",2006-12-31
19121610,"347,670","7,205,600",2006-12-31
19121610,"1,936,832","40,141,600",2006-12-31
19121610,"6,752,375","139,945,600",2006-12-31
19121610,"440,966","9,139,200",2006-12-31
19121610,"23,160","480,000",2006-12-31
19121610,"44,004","912,000",2006-12-31
20030N20,"335,040","8,000,000",2006-12-31
20033410,"11,448","1,206,369",2006-12-31
20033410,"2,847","300,028",2006-12-31
20033410,162,"17,049",2006-12-31
20825C10,"1,290,646","17,938,100",2006-12-31
22160K10,"277,779","5,254,000",2006-12-31
31996310,"255,200","10,000,000",2006-12-31
36473010,"208,442","3,447,600",2006-12-31
36960410,"289,416","7,777,900",2006-12-31
43707610,"167,909","4,181,000",2006-12-31
G4776610,"24,887","636,600",2006-12-31
46284610,"249,359","6,031,900",2006-12-31
47816010,"285,371","4,322,500",2006-12-31
47816010,"1,337,981","20,266,300",2006-12-31
54866110,"218,050","7,000,000",2006-12-31
55261F10,"732,601","5,997,060",2006-12-31
55261F10,"66,699","546,000",2006-12-31
55261F10,"20,242","165,700",2006-12-31
61536910,"2,229,298","32,280,600",2006-12-31
61536910,"1,085,582","15,719,400",2006-12-31
65410610,"396,120","4,000,000",2006-12-31
71646E10,"10,263","72,900",2006-12-31
71646E10,"82,511","586,100",2006-12-31
72027910,"8,826","1,483,400",2006-12-31
74271810,"3,759,795","58,500,000",2006-12-31
74271810,"1,303,396","20,280,000",2006-12-31
74271810,"401,045","6,240,000",2006-12-31
74271810,"459,820","7,154,500",2006-12-31
74271810,"50,131","780,000",2006-12-31
74271810,"100,261","1,560,000",2006-12-31
74271810,"352,553","5,485,500",2006-12-31
80105N10,"22,554","488,500",2006-12-31
81760N10,"52,414","3,998,000",2006-12-31
86791410,"198,001","2,344,600",2006-12-31
86791410,"72,627","860,000",2006-12-31
89102710,"4,945","77,551",2006-12-31
89102710,"28,675","449,728",2006-12-31
89102710,"105,644","1,656,900",2006-12-31
89102710,"40,787","639,700",2006-12-31
90212410,"304,000","10,000,000",2006-12-31
90297330,"843,491","23,307,300",2006-12-31
90329340,"935,556","17,072,192",2006-12-31
91131210,"107,161","1,429,200",2006-12-31
91324P10,"47,615","1,021,400",2006-12-31
93114210,"877,341","18,998,300",2006-12-31
93114210,"43,686","946,000",2006-12-31
93964010,"666,793","894,304",2006-12-31
93964010,"110,581","148,311",2006-12-31
93964010,"483,272","648,165",2006-12-31
93964010,"27,576","36,985",2006-12-31
94974610,"1,416,953","39,846,820",2006-12-31
94974610,"72,656","2,043,200",2006-12-31
94974610,"1,167,262","32,825,140",2006-12-31
94974610,"99,141","2,788,000",2006-12-31
94974610,"182,067","5,120,000",2006-12-31
94974610,"2,731,318","76,808,720",2006-12-31
94974610,"43,018","1,209,720",2006-12-31
94974610,"60,452","1,700,000",2006-12-31
94974610,"10,668","300,000",2006-12-31
94974610,"711,200","20,000,000",2006-12-31
94974610,"475,811","13,380,500",2006-12-31
94974610,"284,480","8,000,000",2006-12-31
95081710,"2,623,420","5,703,087",2006-12-31
95980210,"224,200","10,000,000",2006-12-31
43707610,"151,645","4,181,000",2006-09-30
46284610,"259,010","6,031,900",2006-09-30
47816010,"280,703","4,322,500",2006-09-30
47816010,"1,316,094","20,266,300",2006-09-30
54866110,"196,420","7,000,000",2006-09-30
55261F10,"719,407","5,997,060",2006-09-30
55261F10,"65,498","546,000",2006-09-30
55261F10,"19,877","165,700",2006-09-30
61536910,"2,110,506","32,280,600",2006-09-30
61536910,"1,027,734","15,719,400",2006-09-30
65410610,"350,480","4,000,000",2006-09-30
67104A10,"57,674","1,818,800",2006-09-30
71646E10,"7,848","72,900",2006-09-30
71646E10,"63,094","586,100",2006-09-30
72027910,"24,412","3,290,000",2006-09-30
74271810,"3,625,830","58,500,000",2006-09-30
74271810,"1,256,954","20,280,000",2006-09-30
74271810,"386,755","6,240,000",2006-09-30
74271810,"443,436","7,154,500",2006-09-30
74271810,"48,344","780,000",2006-09-30
74271810,"96,689","1,560,000",2006-09-30
74271810,"339,991","5,485,500",2006-09-30
80105N10,"21,724","488,500",2006-09-30
81211K10,"36,677","677,700",2006-09-30
81760N10,"44,818","3,998,000",2006-09-30
86791410,"181,190","2,344,600",2006-09-30
86791410,"66,461","860,000",2006-09-30
87612E10,"41,200","745,700",2006-09-30
89102710,"4,894","77,551",2006-09-30
89102710,"28,382","449,728",2006-09-30
89102710,"104,567","1,656,900",2006-09-30
89102710,"40,371","639,700",2006-09-30
90212410,"279,900","10,000,000",2006-09-30
90329340,"785,615","16,700,992",2006-09-30
91131210,"102,817","1,429,200",2006-09-30
93114210,"936,996","18,998,300",2006-09-30
93114210,"46,657","946,000",2006-09-30
93964010,"659,102","894,304",2006-09-30
93964010,"109,305","148,311",2006-09-30
93964010,"477,698","648,165",2006-09-30
93964010,"27,258","36,985",2006-09-30
94974610,"1,441,658","39,846,820",2006-09-30
94974610,"73,922","2,043,200",2006-09-30
94974610,"1,187,614","32,825,140",2006-09-30
94974610,"100,870","2,788,000",2006-09-30
94974610,"185,242","5,120,000",2006-09-30
94974610,"2,778,939","76,808,720",2006-09-30
94974610,"43,768","1,209,720",2006-09-30
94974610,"61,506","1,700,000",2006-09-30
94974610,"10,854","300,000",2006-09-30
94974610,"723,600","20,000,000",2006-09-30
94974610,"289,440","8,000,000",2006-09-30
95081710,"2,492,249","5,703,087",2006-09-30
95980210,"191,300","10,000,000",2006-09-30
02581610,"916,736","17,225,400",2006-06-30
02581610,"425,474","7,994,634",2006-06-30
02581610,"6,400,018","120,255,879",2006-06-30
02581610,"103,412","1,943,100",2006-06-30
02581610,"74,493","1,399,713",2006-06-30
02581610,"44,696","839,832",2006-06-30
02581610,"103,893","1,952,142",2006-06-30
02971210,"478,683","11,062,700",2006-06-30
03076C10,"153,892","3,445,080",2006-06-30
03076C10,"71,424","1,598,926",2006-06-30
03076C10,"788,478","17,651,175",2006-06-30
03076C10,"17,360","388,620",2006-06-30
03076C10,"12,505","279,942",2006-06-30
03076C10,"7,503","167,966",2006-06-30
03076C10,"17,440","390,428",2006-06-30
03522910,"1,984,444","43,528,052",2006-06-30
09367110,"271,682","11,386,500",2006-06-30
19121610,"17,208","400,000",2006-06-30
19121610,"76,404","1,776,000",2006-06-30
19121610,"309,985","7,205,600",2006-06-30
19121610,"1,726,892","40,141,600",2006-06-30
19121610,"6,020,460","139,945,600",2006-06-30
19121610,"393,168","9,139,200",2006-06-30
19121610,"20,650","480,000",2006-06-30
19121610,"39,234","912,000",2006-06-30
20030N20,"364,192","11,110,200",2006-06-30
20033410,"16,744","1,206,369",2006-06-30
20033410,"4,164","300,028",2006-06-30
20033410,237,"17,049",2006-06-30
20825C10,"1,175,484","17,938,100",2006-06-30
22160K10,"306,161","5,254,000",2006-06-30
31996310,"450,400","10,000,000",2006-06-30
36473010,"192,824","3,447,600",2006-06-30
36960410,"256,360","7,777,900",2006-06-30
43707610,"149,638","4,181,000",2006-06-30
46284610,"187,823","5,024,700",2006-06-30
54866110,"23,661","390,000",2006-06-30
55261F10,"707,173","5,997,060",2006-06-30
55261F10,"64,384","546,000",2006-06-30
55261F10,"19,539","165,700",2006-06-30
61536910,"1,758,001","32,280,600",2006-06-30
61536910,"856,079","15,719,400",2006-06-30
65410610,"200,443","2,474,600",2006-06-30
67104A10,"62,930","1,818,800",2006-06-30
71646E10,"7,871","72,900",2006-06-30
71646E10,"63,281","586,100",2006-06-30
72027910,"22,964","3,290,000",2006-06-30
74271810,"3,252,600","58,500,000",2006-06-30
74271810,"1,127,568","20,280,000",2006-06-30
74271810,"346,944","6,240,000",2006-06-30
74271810,"397,790","7,154,500",2006-06-30
74271810,"43,368","780,000",2006-06-30
74271810,"86,736","1,560,000",2006-06-30
74271810,"304,994","5,485,500",2006-06-30
80105N10,"23,790","488,500",2006-06-30
81211K10,"35,295","677,700",2006-06-30
81760N10,"41,299","3,998,000",2006-06-30
86791410,"178,799","2,344,600",2006-06-30
86791410,"65,584","860,000",2006-06-30
89102710,"4,709","77,551",2006-06-30
89102710,"27,307","449,728",2006-06-30
89102710,"100,607","1,656,900",2006-06-30
89102710,"38,843","639,700",2006-06-30
90212410,"275,000","10,000,000",2006-06-30
90329340,"474,045","6,500,000",2006-06-30
91131210,"117,666","1,429,200",2006-06-30
93114210,"915,148","18,998,300",2006-06-30
93114210,"45,569","946,000",2006-06-30
93964010,"697,566","894,304",2006-06-30
93964010,"115,684","148,311",2006-06-30
93964010,"505,575","648,165",2006-06-30
93964010,"28,849","36,985",2006-06-30
94974610,"1,336,462","19,923,410",2006-06-30
94974610,"68,529","1,021,600",2006-06-30
94974610,"1,100,955","16,412,570",2006-06-30
94974610,"93,510","1,394,000",2006-06-30
94974610,"171,725","2,560,000",2006-06-30
94974610,"2,576,164","38,404,360",2006-06-30
94974610,"40,574","604,860",2006-06-30
94974610,"57,018","850,000",2006-06-30
94974610,"10,062","150,000",2006-06-30
94974610,"670,800","10,000,000",2006-06-30
94974610,"268,320","4,000,000",2006-06-30
95081710,"2,172,876","5,703,087",2006-06-30
43707610,"176,856","4,181,000",2006-03-31
46284610,"141,910","3,483,300",2006-03-31
52977110,"114,408","2,521,100",2006-03-31
54866110,"25,132","390,000",2006-03-31
55261F10,"684,504","5,997,060",2006-03-31
55261F10,"62,320","546,000",2006-03-31
55261F10,"18,913","165,700",2006-03-31
61536910,"2,306,772","32,280,600",2006-03-31
61536910,"1,123,308","15,719,400",2006-03-31
65410610,"210,588","2,474,600",2006-03-31
68989910,"80,027","1,818,800",2006-03-31
71646E10,"7,651","72,900",2006-03-31
71646E10,"61,511","586,100",2006-03-31
72027910,"38,197","3,290,000",2006-03-31
74271810,"3,371,355","58,500,000",2006-03-31
74271810,"1,168,736","20,280,000",2006-03-31
74271810,"359,611","6,240,000",2006-03-31
74271810,"412,314","7,154,500",2006-03-31
74271810,"44,951","780,000",2006-03-31
74271810,"89,903","1,560,000",2006-03-31
74271810,"316,129","5,485,500",2006-03-31
81211K10,"42,702","737,900",2006-03-31
81760N10,"57,523","4,384,400",2006-03-31
86791410,"170,593","2,344,600",2006-03-31
86791410,"62,574","860,000",2006-03-31
89102710,"4,428","77,551",2006-03-31
89102710,"25,679","449,728",2006-03-31
89102710,"94,609","1,656,900",2006-03-31
89102710,"36,527","639,700",2006-03-31
90212410,"268,800","10,000,000",2006-03-31
90329340,"617,240","6,500,000",2006-03-31
91131210,"113,450","1,429,200",2006-03-31
93114210,"897,480","18,998,300",2006-03-31
93114210,"44,689","946,000",2006-03-31
93964010,"694,651","894,304",2006-03-31
93964010,"115,201","148,311",2006-03-31
93964010,"503,462","648,165",2006-03-31
93964010,"28,728","36,985",2006-03-31
94974610,"1,265,910","19,820,110",2006-03-31
94974610,"65,250","1,021,600",2006-03-31
94974610,"970,509","15,195,070",2006-03-31
94974610,"89,035","1,394,000",2006-03-31
94974610,"163,503","2,560,000",2006-03-31
94974610,"2,452,886","38,404,360",2006-03-31
94974610,"38,632","604,860",2006-03-31
94974610,"54,289","850,000",2006-03-31
94974610,"9,581","150,000",2006-03-31
94974610,"638,700","10,000,000",2006-03-31
94974610,"164,823","2,580,600",2006-03-31
95081710,"2,275,532","5,703,087",2006-03-31
02581610,"886,419","17,225,400",2005-12-31
02581610,"411,404","7,994,634",2005-12-31
02581610,"6,188,368","120,255,879",2005-12-31
02581610,"99,992","1,943,100",2005-12-31
02581610,"72,029","1,399,713",2005-12-31
02581610,"43,218","839,832",2005-12-31
02581610,"100,457","1,952,142",2005-12-31
02971210,"419,391","10,497,900",2005-12-31
03076C10,"141,248","3,445,080",2005-12-31
03076C10,"65,556","1,598,926",2005-12-31
03076C10,"986,098","24,051,175",2005-12-31
03076C10,"15,933","388,620",2005-12-31
03076C10,"11,478","279,942",2005-12-31
03076C10,"6,887","167,966",2005-12-31
03076C10,"16,008","390,428",2005-12-31
03522910,"1,883,976","43,854,200",2005-12-31
09367110,"455,110","18,538,100",2005-12-31
19121610,"16,124","400,000",2005-12-31
19121610,"71,591","1,776,000",2005-12-31
19121610,"290,458","7,205,600",2005-12-31
19121610,"1,618,108","40,141,600",2005-12-31
19121610,"5,641,207","139,945,600",2005-12-31
19121610,"368,401","9,139,200",2005-12-31
19121610,"19,349","480,000",2005-12-31
19121610,"36,763","912,000",2005-12-31
20030N20,"285,421","11,110,200",2005-12-31
20033410,"21,651","1,202,832",2005-12-31
20033410,"5,385","299,148",2005-12-31
20033410,306,"16,998",2005-12-31
22160K10,"259,915","5,254,000",2005-12-31
31996310,"430,100","10,000,000",2005-12-31
36473010,"208,821","3,447,600",2005-12-31
36476010,"176,400","10,000,000",2005-12-31
43707610,"202,400","5,000,000",2005-12-31
46284610,"166,718","3,948,800",2005-12-31
52977110,"134,490","3,000,000",2005-12-31
54866110,"25,997","390,000",2005-12-31
55261F10,"653,979","5,997,060",2005-12-31
55261F10,"59,541","546,000",2005-12-31
55261F10,"18,070","165,700",2005-12-31
61536910,"1,982,674","32,280,600",2005-12-31
61536910,"965,486","15,719,400",2005-12-31
62475610,"21,511","784,500",2005-12-31
65410610,"214,771","2,474,600",2005-12-31
68989910,"75,680","1,818,800",2005-12-31
71646E10,"5,975","72,900",2005-12-31
71646E10,"48,037","586,100",2005-12-31
72027910,"28,722","3,290,000",2005-12-31
74271810,"3,385,980","58,500,000",2005-12-31
74271810,"1,173,806","20,280,000",2005-12-31
74271810,"361,171","6,240,000",2005-12-31
74271810,"414,102","7,154,500",2005-12-31
74271810,"45,146","780,000",2005-12-31
